schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,tailnu,delay
1900,US,1856,LGA,214,1/30/2004,2184,DCA,0,N704UW,ontime
2000,US,2004,LGA,214,1/30/2004,2186,DCA,0,N708UW,ontime
2100,US,2057,LGA,214,1/30/2004,2188,DCA,0,N716UW,ontime
1720,RU,1748,EWR,169,1/30/2004,3372,BWI,0,N12563,delayed
700,RU,700,EWR,169,1/30/2004,2703,BWI,0,N14573,ontime
1455,RU,1513,EWR,169,1/30/2004,2403,BWI,0,N14945,delayed
1030,RU,1037,EWR,169,1/30/2004,2303,BWI,0,N14942,ontime
1730,CO,1728,EWR,199,1/30/2004,814,DCA,0,N14341,ontime
1300,CO,1257,EWR,199,1/30/2004,808,DCA,0,N11612,ontime
1900,CO,1851,EWR,199,1/30/2004,816,DCA,0,N14652,ontime
735,CO,727,EWR,199,1/30/2004,806,DCA,0,N14605,ontime
840,DH,832,EWR,213,1/30/2004,7299,IAD,0,N673BR,ontime
1710,DH,1715,EWR,213,1/30/2004,7302,IAD,0,N684BR,ontime
1245,DH,1242,EWR,213,1/30/2004,7303,IAD,0,N684BR,delayed
2120,DH,2116,EWR,213,1/30/2004,7304,IAD,0,N682BR,ontime
630,DH,623,EWR,213,1/30/2004,7305,IAD,0,N311UE,ontime
1430,DH,1426,EWR,213,1/30/2004,7307,IAD,0,N332UE,ontime
1300,RU,1255,EWR,213,1/30/2004,2692,IAD,0,N16502,ontime
2100,RU,2056,EWR,199,1/30/2004,2879,DCA,0,N14943,ontime
1700,RU,1657,EWR,213,1/30/2004,2497,IAD,0,N21537,delayed
1900,RU,1856,EWR,213,1/30/2004,2385,IAD,0,N12567,delayed
645,RU,643,EWR,199,1/30/2004,2761,DCA,0,N13989,ontime
1359,RU,1359,EWR,199,1/30/2004,2216,DCA,0,N14952,delayed
1525,RU,1601,EWR,199,1/30/2004,2261,DCA,0,N13979,delayed
1630,RU,1630,EWR,199,1/30/2004,2181,DCA,0,N48901,ontime
900,RU,858,EWR,199,1/30/2004,2582,DCA,0,N18557,ontime
1500,RU,1456,EWR,213,1/30/2004,2156,IAD,0,N21144,delayed
700,RU,659,EWR,213,1/30/2004,2855,IAD,0,N11121,delayed
1455,OH,1505,JFK,184,1/31/2004,5935,BWI,0,N959CA,ontime
1640,DH,1633,JFK,213,1/31/2004,6155,DCA,0,N419FJ,ontime
1245,DH,1243,LGA,229,1/31/2004,7208,IAD,0,N627BR,ontime
1715,DH,1711,LGA,229,1/31/2004,7215,IAD,0,N663BR,ontime
2120,DH,2117,LGA,229,1/31/2004,7684,IAD,0,N673BR,ontime
840,DH,931,JFK,228,1/31/2004,7800,IAD,0,N655BR,delayed
1240,DH,1238,JFK,228,1/31/2004,7806,IAD,0,N679BR,ontime
1645,DH,1639,JFK,228,1/31/2004,7810,IAD,0,N316UE,ontime
1715,DH,1706,JFK,228,1/31/2004,7812,IAD,0,N314UE,ontime
2120,DH,2115,JFK,228,1/31/2004,7814,IAD,0,N656BR,ontime
1800,DH,1750,JFK,228,1/31/2004,7818,IAD,0,N320UE,ontime
1455,DL,1500,JFK,213,1/31/2004,746,DCA,0,N934DL,ontime
730,DL,727,LGA,214,1/31/2004,1742,DCA,0,N223DZ,ontime
830,DL,840,LGA,214,1/31/2004,1744,DCA,0,N232DZ,delayed
1030,DL,1030,LGA,214,1/31/2004,1748,DCA,0,N225DL,ontime
1230,DL,1231,LGA,214,1/31/2004,1752,DCA,0,N232DZ,ontime
1430,DL,1429,LGA,214,1/31/2004,1756,DCA,0,N225DL,ontime
1630,DL,1629,LGA,214,1/31/2004,1760,DCA,0,N232DZ,ontime
1830,DL,1829,LGA,214,1/31/2004,1764,DCA,0,N225DL,ontime
2030,DL,2026,LGA,214,1/31/2004,1768,DCA,0,N232DZ,ontime
1520,MQ,1514,JFK,213,1/31/2004,4752,DCA,0,N709MQ,ontime
600,MQ,613,JFK,213,1/31/2004,4760,DCA,0,N733MQ,ontime
1830,MQ,1819,JFK,213,1/31/2004,4784,DCA,0,N841MQ,ontime
900,MQ,904,LGA,214,1/31/2004,4956,DCA,0,N731MQ,ontime
1300,MQ,1254,LGA,214,1/31/2004,4964,DCA,0,N710MQ,ontime
850,UA,847,LGA,229,1/31/2004,846,IAD,0,N592UA,ontime
700,US,706,LGA,214,1/31/2004,2160,DCA,0,N725UW,ontime
900,US,857,LGA,214,1/31/2004,2164,DCA,0,N741UW,ontime
1100,US,1058,LGA,214,1/31/2004,2168,DCA,0,N725UW,ontime
1300,US,1256,LGA,214,1/31/2004,2172,DCA,0,N741UW,ontime
1500,US,1457,LGA,214,1/31/2004,2176,DCA,0,N725UW,ontime
1700,US,1655,LGA,214,1/31/2004,2180,DCA,0,N741UW,ontime
1900,US,1856,LGA,214,1/31/2004,2184,DCA,0,N725UW,ontime
1030,RU,1025,EWR,169,1/31/2004,2303,BWI,0,N12946,ontime
1455,RU,1449,EWR,169,1/31/2004,2229,BWI,0,N14558,ontime
1720,RU,1715,EWR,169,1/31/2004,3372,BWI,0,N15932,ontime
700,RU,704,EWR,169,1/31/2004,2703,BWI,0,N14542,ontime
1300,CO,1255,EWR,199,1/31/2004,808,DCA,0,N19621,ontime
840,DH,840,EWR,213,1/31/2004,7299,IAD,0,N698BR,ontime
1710,DH,1659,EWR,213,1/31/2004,7302,IAD,0,N624BR,ontime
1245,DH,1247,EWR,213,1/31/2004,7303,IAD,0,N624BR,ontime
2120,DH,2111,EWR,213,1/31/2004,7304,IAD,0,N702BR,ontime
1500,RU,1458,EWR,213,1/31/2004,2156,IAD,0,N11140,ontime
930,RU,925,EWR,199,1/31/2004,2582,DCA,0,N12567,ontime
700,RU,650,EWR,213,1/31/2004,2855,IAD,0,N14558,ontime
645,RU,644,EWR,199,1/31/2004,2761,DCA,0,N15555,ontime
1700,RU,1653,EWR,213,1/31/2004,2497,IAD,0,N16976,ontime
1600,RU,1558,EWR,199,1/31/2004,2361,DCA,0,N14902,ontime
1359,RU,1403,EWR,199,1/31/2004,2216,DCA,0,N16961,ontime
1730,RU,1736,EWR,199,1/31/2004,2097,DCA,0,N13994,ontime
